date,datatype,station,value,month_abbr
6,TMAX,GHCND:USW00013967,90.7,Jun
6,TMIN,GHCND:USW00013967,69.6,Jun
7,TMAX,GHCND:USW00013967,92.4,Jul
7,TMIN,GHCND:USW00013967,70.1,Jul
8,TMAX,GHCND:USW00013967,93.9,Aug
8,TMIN,GHCND:USW00013967,71.5,Aug
9,TMAX,GHCND:USW00013967,87.5,Sep
9,TMIN,GHCND:USW00013967,62.3,Sep
10,TMAX,GHCND:USW00013967,82.4,Oct
10,TMIN,GHCND:USW00013967,54.8,Oct
11,TMAX,GHCND:USW00013967,64.9,Nov
11,TMIN,GHCND:USW00013967,42.0,Nov
12,TMAX,GHCND:USW00013967,55.6,Dec
12,TMIN,GHCND:USW00013967,35.0,Dec
1,TMAX,GHCND:USR0000CCRZ,52.3,Jan
1,TMIN,GHCND:USR0000CCRZ,35.9,Jan
2,TMAX,GHCND:USR0000CCRZ,45.6,Feb
2,TMIN,GHCND:USR0000CCRZ,31.6,Feb
3,TMAX,GHCND:USR0000CCRZ,48.9,Mar
3,TMIN,GHCND:USR0000CCRZ,33.2,Mar
4,TMAX,GHCND:USR0000CCRZ,55.3,Apr
4,TMIN,GHCND:USR0000CCRZ,35.7,Apr
5,TMAX,GHCND:USR0000CCRZ,65.8,May
5,TMIN,GHCND:USR0000CCRZ,41.0,May
6,TMAX,GHCND:USR0000CCRZ,74.9,Jun
6,TMIN,GHCND:USR0000CCRZ,49.5,Jun
7,TMAX,GHCND:USR0000CCRZ,87.8,Jul
7,TMIN,GHCND:USR0000CCRZ,60.5,Jul
8,TMAX,GHCND:USR0000CCRZ,77.3,Aug
8,TMIN,GHCND:USR0000CCRZ,55.6,Aug
9,TMAX,GHCND:USR0000CCRZ,75.7,Sep
9,TMIN,GHCND:USR0000CCRZ,53.9,Sep
10,TMAX,GHCND:USR0000CCRZ,64.3,Oct
10,TMIN,GHCND:USR0000CCRZ,46.3,Oct
11,TMAX,GHCND:USR0000CCRZ,47.0,Nov
11,TMIN,GHCND:USR0000CCRZ,35.0,Nov
12,TMAX,GHCND:USR0000CCRZ,50.1,Dec
12,TMIN,GHCND:USR0000CCRZ,38.5,Dec
1,TMAX,GHCND:USR0000ASES,66.2,Jan
1,TMIN,GHCND:USR0000ASES,35.9,Jan
2,TMAX,GHCND:USR0000ASES,77.5,Feb
2,TMIN,GHCND:USR0000ASES,45.0,Feb
3,TMAX,GHCND:USR0000ASES,73.95,Mar
3,TMIN,GHCND:USR0000ASES,46.25,Mar
4,TMAX,GHCND:USR0000ASES,82.0,Apr
4,TMIN,GHCND:USR0000ASES,50.5,Apr
5,TMAX,GHCND:USR0000ASES,91.9,May
5,TMIN,GHCND:USR0000ASES,57.3,May
6,TMAX,GHCND:USR0000ASES,102.9,Jun
6,TMIN,GHCND:USR0000ASES,70.9,Jun
7,TMAX,GHCND:USR0000ASES,104.4,Jul
7,TMIN,GHCND:USR0000ASES,77.9,Jul
8,TMAX,GHCND:USR0000ASES,101.2,Aug
8,TMIN,GHCND:USR0000ASES,74.7,Aug
9,TMAX,GHCND:USR0000ASES,100.7,Sep
9,TMIN,GHCND:USR0000ASES,70.4,Sep
10,TMAX,GHCND:USR0000ASES,94.3,Oct
10,TMIN,GHCND:USR0000ASES,60.1,Oct
11,TMAX,GHCND:USR0000ASES,74.2,Nov
11,TMIN,GHCND:USR0000ASES,43.1,Nov
12,TMAX,GHCND:USR0000ASES,75.1,Dec
12,TMIN,GHCND:USR0000ASES,42.3,Dec
1,TMAX,GHCND:USC00237309,40.6,Jan
1,TMIN,GHCND:USC00237309,14.9,Jan
2,TMAX,GHCND:USC00237309,47.0,Feb
2,TMIN,GHCND:USC00237309,21.2,Feb
3,TMAX,GHCND:USC00237309,67.4,Mar
3,TMIN,GHCND:USC00237309,33.0,Mar
4,TMAX,GHCND:USC00237309,72.8,Apr
4,TMIN,GHCND:USC00237309,43.6,Apr
6,TMAX,GHCND:USC00237309,87.5,Jun
6,TMIN,GHCND:USC00237309,60.6,Jun
7,TMAX,GHCND:USC00237309,87.4,Jul
7,TMIN,GHCND:USC00237309,63.3,Jul
8,TMAX,GHCND:USC00237309,88.4,Aug
8,TMIN,GHCND:USC00237309,62.0,Aug
9,TMAX,GHCND:USC00237309,81.7,Sep
9,TMIN,GHCND:USC00237309,55.7,Sep
10,TMAX,GHCND:USC00237309,77.5,Oct
10,TMIN,GHCND:USC00237309,38.9,Oct
11,TMAX,GHCND:USC00237309,62.4,Nov
11,TMIN,GHCND:USC00237309,35.8,Nov
12,TMAX,GHCND:USC00237309,50.7,Dec
12,TMIN,GHCND:USC00237309,27.8,Dec
1,TMAX,GHCND:USW00012919,68.1,Jan
1,TMIN,GHCND:USW00012919,52.2,Jan
2,TMAX,GHCND:USW00012919,75.7,Feb
2,TMIN,GHCND:USW00012919,57.3,Feb
3,TMAX,GHCND:USW00012919,83.25,Mar
3,TMIN,GHCND:USW00012919,64.35,Mar
4,TMAX,GHCND:USW00012919,87.0,Apr
4,TMIN,GHCND:USW00012919,70.3,Apr
5,TMAX,GHCND:USW00012919,95.4,May
5,TMIN,GHCND:USW00012919,79.3,May
6,TMAX,GHCND:USW00012919,96.2,Jun
6,TMIN,GHCND:USW00012919,80.4,Jun
7,TMAX,GHCND:USW00012919,93.7,Jul
7,TMIN,GHCND:USW00012919,78.1,Jul
8,TMAX,GHCND:USW00012919,96.2,Aug
8,TMIN,GHCND:USW00012919,78.3,Aug
9,TMAX,GHCND:USW00012919,90.6,Sep
9,TMIN,GHCND:USW00012919,76.7,Sep
10,TMAX,GHCND:USW00012919,88.8,Oct
10,TMIN,GHCND:USW00012919,69.9,Oct
11,TMAX,GHCND:USW00012919,85.7,Nov
11,TMIN,GHCND:USW00012919,65.9,Nov
12,TMAX,GHCND:USW00012919,79.8,Dec
12,TMIN,GHCND:USW00012919,61.8,Dec
1,TMAX,GHCND:USC00288884,36.9,Jan
1,TMIN,GHCND:USC00288884,22.2,Jan
2,TMAX,GHCND:USC00288884,40.3,Feb
2,TMIN,GHCND:USC00288884,25.8,Feb
3,TMAX,GHCND:USC00288884,54.65,Mar
3,TMIN,GHCND:USC00288884,36.25,Mar
4,TMAX,GHCND:USC00288884,62.1,Apr
4,TMIN,GHCND:USC00288884,43.5,Apr
5,TMAX,GHCND:USC00288884,74.2,May
5,TMIN,GHCND:USC00288884,56.4,May
6,TMAX,GHCND:USC00288884,85.2,Jun
6,TMIN,GHCND:USC00288884,65.6,Jun
8,TMAX,GHCND:USC00288884,84.6,Aug
8,TMIN,GHCND:USC00288884,66.0,Aug
9,TMAX,GHCND:USC00288884,77.8,Sep
9,TMIN,GHCND:USC00288884,59.3,Sep
10,TMAX,GHCND:USC00288884,71.0,Oct
10,TMIN,GHCND:USC00288884,47.1,Oct
11,TMAX,GHCND:USC00288884,61.0,Nov
11,TMIN,GHCND:USC00288884,39.8,Nov
12,TMAX,GHCND:USC00288884,43.0,Dec
12,TMIN,GHCND:USC00288884,26.7,Dec
1,TMAX,GHCND:USC00410345,64.3,Jan
1,TMIN,GHCND:USC00410345,43.2,Jan
2,TMAX,GHCND:USC00410345,75.0,Feb
2,TMIN,GHCND:USC00410345,48.3,Feb
3,TMAX,GHCND:USC00410345,83.7,Mar
3,TMIN,GHCND:USC00410345,56.400000000000006,Mar
4,TMAX,GHCND:USC00410345,88.0,Apr
4,TMIN,GHCND:USC00410345,65.1,Apr
5,TMAX,GHCND:USC00410345,95.9,May
5,TMIN,GHCND:USC00410345,74.7,May
6,TMAX,GHCND:USC00410345,96.3,Jun
6,TMIN,GHCND:USC00410345,76.1,Jun
7,TMAX,GHCND:USC00410345,94.0,Jul
7,TMIN,GHCND:USC00410345,73.9,Jul
8,TMAX,GHCND:USC00410345,98.3,Aug
8,TMIN,GHCND:USC00410345,73.1,Aug
9,TMAX,GHCND:USC00410345,91.3,Sep
9,TMIN,GHCND:USC00410345,70.3,Sep
10,TMAX,GHCND:USC00410345,89.7,Oct
10,TMIN,GHCND:USC00410345,63.3,Oct
11,TMAX,GHCND:USC00410345,85.4,Nov
11,TMIN,GHCND:USC00410345,57.3,Nov
12,TMAX,GHCND:USC00410345,76.3,Dec
12,TMIN,GHCND:USC00410345,52.6,Dec
1,TMAX,GHCND:USC00298088,40.0,Jan
1,TMIN,GHCND:USC00298088,14.2,Jan
2,TMAX,GHCND:USC00298088,54.8,Feb
2,TMIN,GHCND:USC00298088,27.5,Feb
3,TMAX,GHCND:USC00298088,56.099999999999994,Mar
3,TMIN,GHCND:USC00298088,29.4,Mar
4,TMAX,GHCND:USC00298088,64.7,Apr
4,TMIN,GHCND:USC00298088,33.7,Apr
5,TMAX,GHCND:USC00298088,72.8,May
5,TMIN,GHCND:USC00298088,43.7,May
6,TMAX,GHCND:USC00298088,85.4,Jun
6,TMIN,GHCND:USC00298088,57.7,Jun
7,TMAX,GHCND:USC00298088,86.9,Jul
7,TMIN,GHCND:USC00298088,56.4,Jul
8,TMAX,GHCND:USC00298088,86.5,Aug
8,TMIN,GHCND:USC00298088,57.9,Aug
9,TMAX,GHCND:USC00298088,80.8,Sep
9,TMIN,GHCND:USC00298088,50.8,Sep
10,TMAX,GHCND:USC00298088,72.8,Oct
10,TMIN,GHCND:USC00298088,45.2,Oct
11,TMAX,GHCND:USC00298088,49.1,Nov
11,TMIN,GHCND:USC00298088,27.5,Nov
12,TMAX,GHCND:USC00298088,50.4,Dec
12,TMIN,GHCND:USC00298088,24.5,Dec
1,TMAX,GHCND:USC00231383,40.4,Jan
1,TMIN,GHCND:USC00231383,17.4,Jan
2,TMAX,GHCND:USC00231383,46.3,Feb
2,TMIN,GHCND:USC00231383,22.9,Feb
3,TMAX,GHCND:USC00231383,64.75,Mar
3,TMIN,GHCND:USC00231383,35.2,Mar
4,TMAX,GHCND:USC00231383,70.0,Apr
4,TMIN,GHCND:USC00231383,44.2,Apr
5,TMAX,GHCND:USC00231383,78.1,May
5,TMIN,GHCND:USC00231383,55.8,May
6,TMAX,GHCND:USC00231383,87.0,Jun
6,TMIN,GHCND:USC00231383,62.9,Jun
7,TMAX,GHCND:USC00231383,87.2,Jul
7,TMIN,GHCND:USC00231383,65.4,Jul
8,TMAX,GHCND:USC00231383,88.7,Aug
8,TMIN,GHCND:USC00231383,63.6,Aug
9,TMAX,GHCND:USC00231383,81.8,Sep
9,TMIN,GHCND:USC00231383,54.7,Sep
10,TMAX,GHCND:USC00231383,79.2,Oct
10,TMIN,GHCND:USC00231383,41.9,Oct
11,TMAX,GHCND:USC00231383,61.1,Nov
11,TMIN,GHCND:USC00231383,36.3,Nov
12,TMAX,GHCND:USC00231383,51.1,Dec
12,TMIN,GHCND:USC00231383,28.2,Dec
1,TMAX,GHCND:USW00022521,82.4,Jan
1,TMIN,GHCND:USW00022521,67.9,Jan
2,TMAX,GHCND:USW00022521,82.4,Feb
2,TMIN,GHCND:USW00022521,67.7,Feb
3,TMAX,GHCND:USW00022521,82.7,Mar
3,TMIN,GHCND:USW00022521,70.35,Mar
4,TMAX,GHCND:USW00022521,82.3,Apr
4,TMIN,GHCND:USW00022521,70.1,Apr
5,TMAX,GHCND:USW00022521,83.5,May
5,TMIN,GHCND:USW00022521,71.7,May
6,TMAX,GHCND:USW00022521,86.6,Jun
6,TMIN,GHCND:USW00022521,74.2,Jun
7,TMAX,GHCND:USW00022521,87.4,Jul
7,TMIN,GHCND:USW00022521,74.9,Jul
8,TMAX,GHCND:USW00022521,88.6,Aug
8,TMIN,GHCND:USW00022521,75.9,Aug
9,TMAX,GHCND:USW00022521,88.9,Sep
9,TMIN,GHCND:USW00022521,75.8,Sep
10,TMAX,GHCND:USW00022521,88.1,Oct
10,TMIN,GHCND:USW00022521,74.5,Oct
11,TMAX,GHCND:USW00022521,84.3,Nov
11,TMIN,GHCND:USW00022521,71.7,Nov
12,TMAX,GHCND:USW00022521,84.1,Dec
12,TMIN,GHCND:USW00022521,70.3,Dec
1,TMAX,GHCND:USR0000VJAM,45.7,Jan
1,TMIN,GHCND:USR0000VJAM,22.9,Jan
2,TMAX,GHCND:USR0000VJAM,53.4,Feb
2,TMIN,GHCND:USR0000VJAM,31.3,Feb
3,TMAX,GHCND:USR0000VJAM,66.4,Mar
3,TMIN,GHCND:USR0000VJAM,39.6,Mar
4,TMAX,GHCND:USR0000VJAM,73.5,Apr
4,TMIN,GHCND:USR0000VJAM,48.6,Apr
5,TMAX,GHCND:USR0000VJAM,80.8,May
5,TMIN,GHCND:USR0000VJAM,58.5,May
6,TMAX,GHCND:USR0000VJAM,90.3,Jun
6,TMIN,GHCND:USR0000VJAM,63.8,Jun
7,TMAX,GHCND:USR0000VJAM,90.2,Jul
7,TMIN,GHCND:USR0000VJAM,69.8,Jul
8,TMAX,GHCND:USR0000VJAM,88.6,Aug
8,TMIN,GHCND:USR0000VJAM,66.1,Aug
9,TMAX,GHCND:USR0000VJAM,81.0,Sep
9,TMIN,GHCND:USR0000VJAM,61.7,Sep
10,TMAX,GHCND:USR0000VJAM,74.8,Oct
10,TMIN,GHCND:USR0000VJAM,46.6,Oct
11,TMAX,GHCND:USR0000VJAM,65.2,Nov
11,TMIN,GHCND:USR0000VJAM,41.0,Nov
12,TMAX,GHCND:USR0000VJAM,53.5,Dec
12,TMIN,GHCND:USR0000VJAM,30.8,Dec
1,TMAX,GHCND:USC00290223,47.7,Jan
1,TMIN,GHCND:USC00290223,23.6,Jan
2,TMAX,GHCND:USC00290223,63.5,Feb
2,TMIN,GHCND:USC00290223,34.8,Feb
3,TMAX,GHCND:USC00290223,63.2,Mar
3,TMIN,GHCND:USC00290223,38.2,Mar
4,TMAX,GHCND:USC00290223,71.5,Apr
4,TMIN,GHCND:USC00290223,43.7,Apr
5,TMAX,GHCND:USC00290223,81.0,May
5,TMIN,GHCND:USC00290223,52.2,May
6,TMAX,GHCND:USC00290223,92.7,Jun
6,TMIN,GHCND:USC00290223,65.6,Jun
8,TMAX,GHCND:USC00290223,93.6,Aug
8,TMIN,GHCND:USC00290223,67.8,Aug
9,TMAX,GHCND:USC00290223,87.0,Sep
9,TMIN,GHCND:USC00290223,60.3,Sep
10,TMAX,GHCND:USC00290223,80.1,Oct
10,TMIN,GHCND:USC00290223,52.3,Oct
11,TMAX,GHCND:USC00290223,57.4,Nov
11,TMIN,GHCND:USC00290223,34.5,Nov
12,TMAX,GHCND:USC00290223,56.4,Dec
12,TMIN,GHCND:USC00290223,30.4,Dec
1,TMAX,GHCND:USC00332974,27.9,Jan
1,TMIN,GHCND:USC00332974,14.6,Jan
2,TMAX,GHCND:USC00332974,34.0,Feb
2,TMIN,GHCND:USC00332974,19.7,Feb
3,TMAX,GHCND:USC00332974,53.55,Mar
3,TMIN,GHCND:USC00332974,31.950000000000003,Mar
4,TMAX,GHCND:USC00332974,63.4,Apr
4,TMIN,GHCND:USC00332974,41.6,Apr
5,TMAX,GHCND:USC00332974,76.6,May
5,TMIN,GHCND:USC00332974,54.2,May
6,TMAX,GHCND:USC00332974,84.6,Jun
6,TMIN,GHCND:USC00332974,61.9,Jun
7,TMAX,GHCND:USC00332974,84.1,Jul
7,TMIN,GHCND:USC00332974,63.3,Jul
8,TMAX,GHCND:USC00332974,85.2,Aug
8,TMIN,GHCND:USC00332974,61.3,Aug
9,TMAX,GHCND:USC00332974,80.3,Sep
9,TMIN,GHCND:USC00332974,55.6,Sep
10,TMAX,GHCND:USC00332974,69.7,Oct
10,TMIN,GHCND:USC00332974,42.5,Oct
11,TMAX,GHCND:USC00332974,56.0,Nov
11,TMIN,GHCND:USC00332974,37.8,Nov
12,TMAX,GHCND:USC00332974,39.4,Dec
12,TMIN,GHCND:USC00332974,25.5,Dec
1,TMAX,GHCND:USR0000CPNN,65.4,Jan
1,TMIN,GHCND:USR0000CPNN,34.8,Jan
2,TMAX,GHCND:USR0000CPNN,65.6,Feb
2,TMIN,GHCND:USR0000CPNN,41.0,Feb
3,TMAX,GHCND:USR0000CPNN,64.85,Mar
3,TMIN,GHCND:USR0000CPNN,40.900000000000006,Mar
4,TMAX,GHCND:USR0000CPNN,71.3,Apr
4,TMIN,GHCND:USR0000CPNN,43.5,Apr
5,TMAX,GHCND:USR0000CPNN,81.6,May
5,TMIN,GHCND:USR0000CPNN,44.7,May
6,TMAX,GHCND:USR0000CPNN,93.5,Jun
6,TMIN,GHCND:USR0000CPNN,51.9,Jun
7,TMAX,GHCND:USR0000CPNN,103.6,Jul
7,TMIN,GHCND:USR0000CPNN,57.8,Jul
8,TMAX,GHCND:USR0000CPNN,97.0,Aug
8,TMIN,GHCND:USR0000CPNN,56.5,Aug
9,TMAX,GHCND:USR0000CPNN,93.2,Sep
9,TMIN,GHCND:USR0000CPNN,53.2,Sep
10,TMAX,GHCND:USR0000CPNN,87.9,Oct
10,TMIN,GHCND:USR0000CPNN,52.7,Oct
11,TMAX,GHCND:USR0000CPNN,66.1,Nov
11,TMIN,GHCND:USR0000CPNN,40.7,Nov
12,TMAX,GHCND:USR0000CPNN,67.6,Dec
12,TMIN,GHCND:USR0000CPNN,42.0,Dec
1,TMAX,GHCND:USC00392984,25.0,Jan
1,TMIN,GHCND:USC00392984,3.0,Jan
2,TMAX,GHCND:USC00392984,24.4,Feb
2,TMIN,GHCND:USC00392984,0.2,Feb
3,TMAX,GHCND:USC00392984,48.8,Mar
3,TMIN,GHCND:USC00392984,21.9,Mar
4,TMAX,GHCND:USC00392984,56.5,Apr
4,TMIN,GHCND:USC00392984,34.6,Apr
5,TMAX,GHCND:USC00392984,69.8,May
5,TMIN,GHCND:USC00392984,45.0,May
6,TMAX,GHCND:USC00392984,76.8,Jun
6,TMIN,GHCND:USC00392984,56.4,Jun
7,TMAX,GHCND:USC00392984,80.6,Jul
7,TMIN,GHCND:USC00392984,60.5,Jul
8,TMAX,GHCND:USC00392984,78.7,Aug
8,TMIN,GHCND:USC00392984,57.4,Aug
9,TMAX,GHCND:USC00392984,79.8,Sep
9,TMIN,GHCND:USC00392984,51.2,Sep
10,TMAX,GHCND:USC00392984,66.5,Oct
10,TMIN,GHCND:USC00392984,37.2,Oct
11,TMAX,GHCND:USC00392984,43.7,Nov
11,TMIN,GHCND:USC00392984,24.3,Nov
12,TMAX,GHCND:USC00392984,30.7,Dec
12,TMIN,GHCND:USC00392984,13.8,Dec
1,TMAX,GHCND:USC00205690,23.2,Jan
1,TMIN,GHCND:USC00205690,10.8,Jan
2,TMAX,GHCND:USC00205690,25.6,Feb
2,TMIN,GHCND:USC00205690,11.8,Feb
3,TMAX,GHCND:USC00205690,37.349999999999994,Mar
3,TMIN,GHCND:USC00205690,22.45,Mar
4,TMAX,GHCND:USC00205690,49.6,Apr
4,TMIN,GHCND:USC00205690,33.1,Apr
5,TMAX,GHCND:USC00205690,60.4,May
5,TMIN,GHCND:USC00205690,42.1,May
6,TMAX,GHCND:USC00205690,67.6,Jun
6,TMIN,GHCND:USC00205690,50.7,Jun
7,TMAX,GHCND:USC00205690,73.1,Jul
7,TMIN,GHCND:USC00205690,57.4,Jul
8,TMAX,GHCND:USC00205690,71.7,Aug
8,TMIN,GHCND:USC00205690,57.6,Aug
9,TMAX,GHCND:USC00205690,69.7,Sep
9,TMIN,GHCND:USC00205690,54.1,Sep
10,TMAX,GHCND:USC00205690,59.0,Oct
10,TMIN,GHCND:USC00205690,42.5,Oct
11,TMAX,GHCND:USC00205690,44.1,Nov
11,TMIN,GHCND:USC00205690,33.9,Nov
12,TMAX,GHCND:USC00205690,30.6,Dec
12,TMIN,GHCND:USC00205690,20.9,Dec
1,TMAX,GHCND:USR0000AGUN,48.0,Jan
1,TMIN,GHCND:USR0000AGUN,23.2,Jan
2,TMAX,GHCND:USR0000AGUN,59.1,Feb
2,TMIN,GHCND:USR0000AGUN,33.8,Feb
3,TMAX,GHCND:USR0000AGUN,58.8,Mar
3,TMIN,GHCND:USR0000AGUN,35.5,Mar
4,TMAX,GHCND:USR0000AGUN,68.3,Apr
4,TMIN,GHCND:USR0000AGUN,41.2,Apr
5,TMAX,GHCND:USR0000AGUN,77.9,May
5,TMIN,GHCND:USR0000AGUN,48.7,May
6,TMAX,GHCND:USR0000AGUN,94.0,Jun
6,TMIN,GHCND:USR0000AGUN,63.8,Jun
7,TMAX,GHCND:USR0000AGUN,98.5,Jul
7,TMIN,GHCND:USR0000AGUN,68.4,Jul
8,TMAX,GHCND:USR0000AGUN,91.7,Aug
8,TMIN,GHCND:USR0000AGUN,64.6,Aug
9,TMAX,GHCND:USR0000AGUN,88.1,Sep
9,TMIN,GHCND:USR0000AGUN,59.1,Sep
10,TMAX,GHCND:USR0000AGUN,78.0,Oct
10,TMIN,GHCND:USR0000AGUN,50.7,Oct
11,TMAX,GHCND:USR0000AGUN,55.8,Nov
11,TMIN,GHCND:USR0000AGUN,30.5,Nov
12,TMAX,GHCND:USR0000AGUN,56.1,Dec
12,TMIN,GHCND:USR0000AGUN,30.3,Dec
1,TMAX,GHCND:USW00023254,61.4,Jan
1,TMIN,GHCND:USW00023254,37.6,Jan
2,TMAX,GHCND:USW00023254,62.9,Feb
2,TMIN,GHCND:USW00023254,43.1,Feb
3,TMAX,GHCND:USW00023254,64.85,Mar
3,TMIN,GHCND:USW00023254,46.05,Mar
4,TMAX,GHCND:USW00023254,71.5,Apr
4,TMIN,GHCND:USW00023254,48.4,Apr
5,TMAX,GHCND:USW00023254,78.9,May
5,TMIN,GHCND:USW00023254,52.1,May
6,TMAX,GHCND:USW00023254,89.2,Jun
6,TMIN,GHCND:USW00023254,56.9,Jun
7,TMAX,GHCND:USW00023254,94.6,Jul
7,TMIN,GHCND:USW00023254,61.4,Jul
8,TMAX,GHCND:USW00023254,89.5,Aug
8,TMIN,GHCND:USW00023254,59.6,Aug
9,TMAX,GHCND:USW00023254,87.1,Sep
9,TMIN,GHCND:USW00023254,57.2,Sep
10,TMAX,GHCND:USW00023254,83.7,Oct
10,TMIN,GHCND:USW00023254,55.9,Oct
11,TMAX,GHCND:USW00023254,65.0,Nov
11,TMIN,GHCND:USW00023254,44.1,Nov
12,TMAX,GHCND:USW00023254,59.8,Dec
12,TMIN,GHCND:USW00023254,43.7,Dec
1,TMAX,GHCND:USR0000CBAR,61.4,Jan
1,TMIN,GHCND:USR0000CBAR,43.5,Jan
2,TMAX,GHCND:USR0000CBAR,59.6,Feb
2,TMIN,GHCND:USR0000CBAR,43.9,Feb
3,TMAX,GHCND:USR0000CBAR,59.75,Mar
3,TMIN,GHCND:USR0000CBAR,44.75,Mar
4,TMAX,GHCND:USR0000CBAR,64.8,Apr
4,TMIN,GHCND:USR0000CBAR,45.0,Apr
5,TMAX,GHCND:USR0000CBAR,70.2,May
5,TMIN,GHCND:USR0000CBAR,47.1,May
6,TMAX,GHCND:USR0000CBAR,76.9,Jun
6,TMIN,GHCND:USR0000CBAR,49.3,Jun
7,TMAX,GHCND:USR0000CBAR,84.1,Jul
7,TMIN,GHCND:USR0000CBAR,53.8,Jul
8,TMAX,GHCND:USR0000CBAR,79.1,Aug
8,TMIN,GHCND:USR0000CBAR,53.0,Aug
9,TMAX,GHCND:USR0000CBAR,80.0,Sep
9,TMIN,GHCND:USR0000CBAR,52.6,Sep
10,TMAX,GHCND:USR0000CBAR,79.3,Oct
10,TMIN,GHCND:USR0000CBAR,55.6,Oct
11,TMAX,GHCND:USR0000CBAR,61.9,Nov
11,TMIN,GHCND:USR0000CBAR,46.2,Nov
12,TMAX,GHCND:USR0000CBAR,59.5,Dec
12,TMIN,GHCND:USR0000CBAR,46.7,Dec
1,TMAX,GHCND:USR0000HPTK,68.7,Jan
1,TMIN,GHCND:USR0000HPTK,43.9,Jan
2,TMAX,GHCND:USR0000HPTK,68.9,Feb
2,TMIN,GHCND:USR0000HPTK,42.1,Feb
3,TMAX,GHCND:USR0000HPTK,68.25,Mar
3,TMIN,GHCND:USR0000HPTK,44.75,Mar
4,TMAX,GHCND:USR0000HPTK,71.4,Apr
4,TMIN,GHCND:USR0000HPTK,47.9,Apr
5,TMAX,GHCND:USR0000HPTK,70.9,May
5,TMIN,GHCND:USR0000HPTK,48.6,May
6,TMAX,GHCND:USR0000HPTK,72.5,Jun
6,TMIN,GHCND:USR0000HPTK,49.3,Jun
7,TMAX,GHCND:USR0000HPTK,73.4,Jul
7,TMIN,GHCND:USR0000HPTK,49.1,Jul
8,TMAX,GHCND:USR0000HPTK,73.9,Aug
8,TMIN,GHCND:USR0000HPTK,51.1,Aug
9,TMAX,GHCND:USR0000HPTK,72.8,Sep
9,TMIN,GHCND:USR0000HPTK,49.8,Sep
10,TMAX,GHCND:USR0000HPTK,72.2,Oct
10,TMIN,GHCND:USR0000HPTK,48.8,Oct
11,TMAX,GHCND:USR0000HPTK,71.8,Nov
11,TMIN,GHCND:USR0000HPTK,45.9,Nov
12,TMAX,GHCND:USR0000HPTK,71.5,Dec
12,TMIN,GHCND:USR0000HPTK,43.4,Dec
1,TMAX,GHCND:USC00116616,28.8,Jan
1,TMIN,GHCND:USC00116616,12.8,Jan
2,TMAX,GHCND:USC00116616,34.4,Feb
2,TMIN,GHCND:USC00116616,18.2,Feb
3,TMAX,GHCND:USC00116616,53.75,Mar
3,TMIN,GHCND:USC00116616,32.6,Mar
4,TMAX,GHCND:USC00116616,60.7,Apr
4,TMIN,GHCND:USC00116616,41.0,Apr
5,TMAX,GHCND:USC00116616,75.1,May
5,TMIN,GHCND:USC00116616,52.2,May
6,TMAX,GHCND:USC00116616,83.4,Jun
6,TMIN,GHCND:USC00116616,61.2,Jun
7,TMAX,GHCND:USC00116616,82.7,Jul
7,TMIN,GHCND:USC00116616,62.4,Jul
8,TMAX,GHCND:USC00116616,82.8,Aug
8,TMIN,GHCND:USC00116616,62.4,Aug
9,TMAX,GHCND:USC00116616,79.7,Sep
9,TMIN,GHCND:USC00116616,57.0,Sep
10,TMAX,GHCND:USC00116616,70.3,Oct
10,TMIN,GHCND:USC00116616,45.6,Oct
11,TMAX,GHCND:USC00116616,52.6,Nov
11,TMIN,GHCND:USC00116616,37.9,Nov
12,TMAX,GHCND:USC00116616,36.8,Dec
12,TMIN,GHCND:USC00116616,23.3,Dec
1,TMAX,GHCND:USR0000CYUR,57.4,Jan
1,TMIN,GHCND:USR0000CYUR,38.3,Jan
2,TMAX,GHCND:USR0000CYUR,55.0,Feb
2,TMIN,GHCND:USR0000CYUR,38.9,Feb
3,TMAX,GHCND:USR0000CYUR,60.05,Mar
3,TMIN,GHCND:USR0000CYUR,40.7,Mar
4,TMAX,GHCND:USR0000CYUR,67.6,Apr
4,TMIN,GHCND:USR0000CYUR,42.7,Apr
5,TMAX,GHCND:USR0000CYUR,77.6,May
5,TMIN,GHCND:USR0000CYUR,45.1,May
6,TMAX,GHCND:USR0000CYUR,82.7,Jun
6,TMIN,GHCND:USR0000CYUR,48.8,Jun
7,TMAX,GHCND:USR0000CYUR,96.0,Jul
7,TMIN,GHCND:USR0000CYUR,55.4,Jul
8,TMAX,GHCND:USR0000CYUR,87.3,Aug
8,TMIN,GHCND:USR0000CYUR,53.4,Aug
9,TMAX,GHCND:USR0000CYUR,88.5,Sep
9,TMIN,GHCND:USR0000CYUR,52.7,Sep
10,TMAX,GHCND:USR0000CYUR,77.3,Oct
10,TMIN,GHCND:USR0000CYUR,48.8,Oct
11,TMAX,GHCND:USR0000CYUR,56.1,Nov
11,TMIN,GHCND:USR0000CYUR,42.2,Nov
12,TMAX,GHCND:USR0000CYUR,54.0,Dec
12,TMIN,GHCND:USR0000CYUR,42.7,Dec
1,TMAX,GHCND:USC00388922,55.3,Jan
1,TMIN,GHCND:USC00388922,29.8,Jan
2,TMAX,GHCND:USC00388922,68.3,Feb
2,TMIN,GHCND:USC00388922,41.2,Feb
3,TMAX,GHCND:USC00388922,72.7,Mar
3,TMIN,GHCND:USC00388922,45.8,Mar
